item_id,main_category,title,average_rating,rating_number,features,description,price,videos,store,categories,details,bought_together,subtitle,author
10580,Tools & Home Improvement,"Grip Rite Prime Guard MAXS62713 T-25 Star Type 17 Point Stainless Steel Deck Screw, 10X3-Inch, 1-lb, Pack of 68",4.6,119,"['Type 17 Point Deck Screw', '10 by 3-inch T25 Star Drive 305', 'Stainless Steel 1 pound tub', 'Model number: MAXS62713']","['Product Description', 'Prime Guard Max MAXS62713 Type 17 Point Deck Screw #10 by 3-inch T25 Star Drive 305 Stainless Steel 1 pound tub.', 'From the Manufacturer', 'Prime Guard Max MAXS62713 Type 17 Point Deck Screw #10 by 3-inch T25 Star Drive 305 Stainless Steel 1 pound tub']",17.99,"[{'title': 'Deck Plus Wood Screws || Lifetime Guarantee', 'url': 'https://www.amazon.com/vdp/4a0dd5008d1846ad92b5dcf98169a17a?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Do These Screws Work Well? - Screw Review', 'url': 'https://www.amazon.com/vdp/082ade99bdf1405eb230060c9a915489?ref=dp_vse_rvc_1', 'user_id': '/shop/beaujohnson'}, {'title': 'Power Pro Brand Overview', 'url': 'https://www.amazon.com/vdp/a9e10af8e2b347eca3e8a01d25a5dc52?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Demonstration!  Do These Deck Screws REALLY Work? ', 'url': 'https://www.amazon.com/vdp/0663e88da3f14b6d9d57145979671b9f?ref=dp_vse_rvc_3', 'user_id': '/shop/dr.nailnipperfanpage'}, {'title': ""No Pre Drilling??? Let's Test It!"", 'url': 'https://www.amazon.com/vdp/0ec0899bfcb2493cbef89f0de6f56ff9?ref=dp_vse_rvc_4', 'user_id': '/shop/averywithers'}]",Grip-Rite,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Machine Screws']","{'Material': 'Stainless Steel 305', 'Drive System': 'Torx', 'Head Style': 'Bugle', 'Item Dimensions LxWxH': '4.53 x 5.91 x 2.36 inches', 'Exterior Finish': 'Silver', 'Thread Size': '#10', 'Point Style': 'Type 17 Point', 'Metal Type': 'Stainless Steel', 'Brand': 'Grip-Rite', 'Item Weight': '1.1 pounds', 'Thread Coverage': 'Partially Threaded', 'Fastener Type': 'Deck Screws', 'Thread Style': 'Right Hand', 'Fastener Size': 'No. 10', 'Size': '3 inches', 'Manufacturer': 'Grip Rite Prime Guard', 'Part Number': 'MAXS62713', 'Product Dimensions': '4.53 x 5.91 x 2.36 inches', 'Country of Origin': 'China', 'Item model number': 'MAXS62713', 'Is Discontinued By Manufacturer': 'No', 'Item Package Quantity': '1', 'Measurement System': 'Imperial', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 72895, 'Machine Screws': 410}, 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'Date First Available': 'August 16, 2013'}",,,
928,Industrial & Scientific,"Kaisiking 2mm / 3mm x 25M Phone Repair Tape LCD Touch Screen Repair Tape LCD Screen Adhesive Tape for Cell Phone, iPad, Tablets, Laptops, Camera",4.6,1287,"['【High Quality】- Phone adhesive tape is made of polyester and soft PET material, coating acrylic on two sides, has waterproof, sealed, strong adhesion, high tensile strength, aging resistance, shear resistance, solvent resistance, softening resistance, moisture resistance.', '【High Transparency】- Using clear double sided phone repair tape, strong sticky securely attach your touch screen in position, under the red cover is clear and transparent, virtually invisible color helps keep surfaces smooth, will not leave any traces.', '【High Performance】- 25°below zero - 150°. with excellent adension in both low and high temperature. Kaisiking phone screen repair tape has high peel strength, high initial adhesion and adhesive strength, also can be removed easily.', '【Wide Application】Screen adhesive tape is suitable for cell phone, screen protector, iPad, tablets, laptops, Camera, lens, battery, LCD panel display, LCD Touch Screen and more devices.', '【What You Will Get】- 2 piece lcd screen repair tape, 2mm×25M, 3mm×25M. Kaisi Tools 30 Days Refund and Replacement Policy.']",[],8.99,"[{'title': 'XUMAKI 2mm / 3mm x 50M Phone Adhesive Repair Tape', 'url': 'https://www.amazon.com/vdp/06f9cf45f65a4661b2a364cfae7dfb13?ref=dp_vse_rvc_0', 'user_id': ''}]",Kaisiking,"['Industrial & Scientific', 'Adhesives, Sealants & Lubricants', 'Adhesive Tapes', 'Duct Tape']","{'Brand': 'Kaisiking', 'Color': 'Red, transparent', 'Material': 'Polyester, Acrylic', 'Number of Items': '2', 'Water Resistance Level': 'Waterproof', 'Product Dimensions': '5.12 x 5.12 x 0.2 inches; 4.56 Ounces', 'Date First Available': 'November 8, 2019', 'Manufacturer': 'Kaisiking'}",,,
182,Industrial & Scientific,HiLetgo 20pcs 5x7cm Bakelite DIY Prototype Board PCB 5 * 7cm Universal Breadboard Test Prototype Boards High Quality for Arduino DIY Electronics Experiments,4.3,333,"['High-quality bakelite materials', 'Flat surface and all the holes are in the middle', 'Material: 94HB Bakelite Prototyping Board']","['20PCS 5*7CM Bakelite Prototyping Boards Solder Finished Prototype PCB Board', 'High-quality bakelite materials Flat surface and all the holes are in the middle Material: 94HB Bakelite Board Holes quantity: 432 Thickness: 1.2MM Dimension: 5*7CM Diameter of the hole: 1.0mm appx Hole space: 2.54mm', 'Package Include:', '20* 5*7CM Bakelite Prototyping Board DIY Kit']",6.99,"[{'title': 'Cheap boards, have reasonable expectations', 'url': 'https://www.amazon.com/vdp/0e2258210f0942fd97aba86621b699b0?ref=dp_vse_rvc_0', 'user_id': 'AF5XYTQ7SB6Z6YVW34THCM32VVWQ'}, {'title': 'Perf Board and PCB Board for Soldering Breadboard', 'url': 'https://www.amazon.com/vdp/00a550bdf2aa41dc8a465ab5e1b458dc?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': ' Double Sided PCB Board Prototype Kit for DIY Soldering ', 'url': 'https://www.amazon.com/vdp/0c1484effe5e489480cb01757b065ac0?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'ELEGOO 32 Pcs Double Sided PCB Board Prototype Kit', 'url': 'https://www.amazon.com/vdp/0811aa2676b9442d8315a16ebe7f0d5e?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'Smraza Double Sided PCB Board', 'url': 'https://www.amazon.com/vdp/0e98aa47c724470eb7067a151e038ae1?ref=dp_vse_rvc_4', 'user_id': ''}]",HiLetgo,"['Industrial & Scientific', 'Industrial Electrical', 'Semiconductor Products', 'Interfaces', 'Prototyping Boards & Accessories']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.02 x 4.02 x 3.94 inches; 3.21 Ounces', 'Manufacturer recommended age': '8 years and up', 'Item model number': 'A0053', 'Date First Available': 'October 16, 2013', 'Manufacturer': 'HiLetgo'}",,,
5227,Industrial & Scientific,Hilitchi 460-Piece M3 M4 M5 Stainless Steel Button Head Hex Socket Head Cap Bolts Screws Nuts Assortment Kit,4.6,349,"['High Quality Stainless Steel Hex Socket Button Head Bolts Screws Nuts Kit', 'Drive Type: Hex Socket; Head Style: Button Head', 'Material: High Quality 304 Stainless Steel; Different Size: M3 / 4 / 5', 'Package Quantity: 500 Piece (Include M3 M4 M5 Nuts)', 'This set is organized by size/type in a transparent storage case for quick access and protection']",['High Quality 304 Stainless Steel Hex Socket Button Head Bolts Screws Nuts Kit    Features Drive Type: Hex Socket Head Style: Button Head Material: High Quality 304 Stainless Steel Different Size: M3 / 4 / 5  Package Quantity:\xa0460Pcs Package included: M3 Screw Nut M3 * 8--------------------------30Pcs M3 * 12------------------------30Pcs M3 * 16------------------------30Pcs M3 * 20------------------------30Pcs M3 Nuts-----------------------100Pcs  M4 Screw Nut M4 * 8--------------------------20Pcs M4 * 12------------------------20Pcs M4 * 16------------------------20Pcs M4 * 20------------------------20Pcs M4 Nuts-----------------------80Pcs  M5 Screw Nut M5 * 8--------------------------10Pcs M5 * 12------------------------10Pcs M5 * 16------------------------10Pcs M5 * 20------------------------10Pcs M5 Nuts-----------------------40Pcs'],15.69,"[{'title': 'Hilitchi Screw Sets', 'url': 'https://www.amazon.com/vdp/38d505bb58834084821c622a0e285751?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Great Set of Stainless Steel Bolt & Nut assortment', 'url': 'https://www.amazon.com/vdp/0c4d8373be164281a6634dd8e1f673f8?ref=dp_vse_rvc_1', 'user_id': '/shop/rhinehoth'}, {'title': 'NINDEJIN Hex Socket Screw Nut Bolt and Washer Assortment Kit', 'url': 'https://www.amazon.com/vdp/02e3492694584107a8a04979f58eb713?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': '1230PCS M2 M3 M4 M5 Screws Nuts and Washers Assortment', 'url': 'https://www.amazon.com/vdp/0c6e3e5f9da74a0682b31d8c29d9c5e4?ref=dp_vse_rvc_3', 'user_id': ''}]",Hilitchi,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Socket Head Screws']","{'Material': 'Stainless Steel', 'Drive System': 'Internal Hex', 'Head Style': 'Button', 'Exterior Finish': 'Stainless Steel', 'Thread Size': 'M5', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9 x 4.7 x 1.4 inches; 0.01 Ounces', 'Date First Available': 'March 20, 2017', 'Manufacturer': 'Hilitchi'}",,,
11299,Industrial & Scientific,"Magigoo MO2016 All-in-One 3D Printer Adhesive Glue, Reduces Warping for ABS, PLA, PETG, Hips and TPU Filament on Glass, PEI, Buildtak, Kapton 50ml, 1.69 fl. oz.",4.6,1383,"['WORKS ON MULTIPLE FILAMENTS: works great for ABS, PLA, PETG, HIPS, and TPU', 'WORKS ON MULTIPLE SURFACES: works on glass, PEI, Buildtak, and Kapton', ""EASY USE: applying Magigoo is as easy as child's play. Shake, press, apply to an active printing area. Magigoo welds to the 3d build plate bed seamlessly and stops prints from warping. Magigoo adhesive properties are designed to release the 3D print once the build plate has cooled & Magigoo is easily cleaned with water"", 'LONG LASTING: Magigoo last for 100+ average prints; Print and print and print some more. Each application can be used multiple times', 'ODOURLESS AND SAFE: Magigoo is not flammable and safe to use - be it in a closed room or educational workshop with kids""']","['Magigoo is an all-in-one 3D printing adhesive that offers sure adhesion with Magic release. What is Magigoo for? It is an easy to use 3D printing adhesive designed to address “the first layer not sticking problem”, the most common problem found in FFF 3D printing technology. This problem occurs when a print detaches itself from the printing platform ruining itself. Perfecting the first layer is vital to get a great foundation for rest of the print. In addition, Magigoo also helps to combat 3D print warping.']",19.95,"[{'title': 'How to use Magigoo Original, PA, PC', 'url': 'https://www.amazon.com/vdp/f2c935e883534b35a20c42e3e04fe19e?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Works great and easy clean up', 'url': 'https://www.amazon.com/vdp/0acabc53cebd4d8aaf2dcc222cac598d?ref=dp_vse_rvc_1', 'user_id': 'AF6AYGXUDOA4USML4VBMBFI3TMRQ'}, {'title': 'Magigoo adhesives generic video', 'url': 'https://www.amazon.com/vdp/de490ac51b024cc693b96cf01a9c1a6f?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'How to clean the 3d printer glue', 'url': 'https://www.amazon.com/vdp/0f85b8a68d83481db2a231aaf2ca1024?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': '3D Printer Glue Sticks PVP Solid Glue Sticks', 'url': 'https://www.amazon.com/vdp/0b8b04d8d2ce4049b6381d88bad68aa3?ref=dp_vse_rvc_4', 'user_id': ''}]",Magigoo,"['Industrial & Scientific', 'Additive Manufacturing Products', '3D Printing Supplies', '3D Printing Filament']","{'Brand': 'Magigoo', 'Material': 'PLA / ABS / HIPS / PETG / TPU', 'Item Weight': '0.1 Grams', 'Item model number': 'MO2016', 'Date First Available': 'November 20, 2016', 'Manufacturer': 'Thought3D', 'Country of Origin': 'Malta'}",,,
5927,Industrial & Scientific,"(15 Pieces) MCIGICM IC 7805 Voltage Regulator, L7805 Linear Positive Fixed 1 Output 5V 1.5A",4.5,319,"['15pcs L7805CV', 'Output Voltage (V): 5', 'Maximum Input Voltage (V): 35', 'Maximum Output Current (A): 1.5', 'Special Features:Current Limit| Short Circuit Protection| Safe Area Protection| Thermal Shutdown Protection']",[],,[],MCIGICM,"['Industrial & Scientific', 'Industrial Electrical', 'Semiconductor Products', 'Interfaces', 'Communication Integrated Circuits']","{'Package Dimensions': '3.6 x 3.6 x 0.3 inches; 0.71 Ounces', 'Date First Available': 'March 12, 2018', 'Manufacturer': 'MCIGICM'}",,,
9337,Industrial & Scientific,"Universal Glove Box Holder - Dispenser, Standard Size, Each",4.6,470,"['Standard Size: 10. 75 in W x 3. 125 in F x 4. 25 in. H', 'Unique open design allows you to see what size or type of glove is being dispensed', 'Steel construction with powder coat finish - complete with mounting hardware included.', 'Choose from standard size or NEW X-Large size for larger boxes.']",['Unique open design allows you to see what size or type of glove is being dispensed. Steel construction with powder coat finish - complete with mounting hardware included. Conserve counter space with the Dispensa-Glove Universal Glove Box Holders. The standard and large glove box holders firmly hold two boxes upright or one box lying down. The all-steel construction with white powder coat finish comes with a lifetime . The open design allows you to see what size or type of glove is being dispensed. The holders accommodate most glove boxes and are universal enough to be used for many tissue boxes as well. The units install in seconds with the included mounting hardware.'],13.95,"[{'title': 'Amazing Abby Glove Box Holder, Wall-Mounted Floating Glove Box Organizer', 'url': 'https://www.amazon.com/vdp/0d4dcb5714a74f8e9c55d83b7bc244d0?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Side Loading Glove Box Holder ', 'url': 'https://www.amazon.com/vdp/013119efbc8749799724f21eecf46626?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'McKesson Glove Box Holder', 'url': 'https://www.amazon.com/vdp/04062fa978aa48628077c468dcb88f91?ref=dp_vse_rvc_2', 'user_id': ''}]",VersaPro,"['Industrial & Scientific', 'Lab & Scientific Products', 'Lab Furniture', 'Lab Supply Dispensers']","{'Material': 'Alloy Steel', 'Brand': 'VersaPro', 'Size': '1-(Pack)', 'Unit Count': '1.0 Count', 'Recommended Uses For Product': 'Construction', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '10.75 x 3.13 x 4.25 inches; 8.78 Ounces', 'Item model number': 'IM55', 'Department': 'Unisex', 'Date First Available': 'April 13, 2006', 'Manufacturer': 'Diagnostics Direct'}",,,
2966,Industrial & Scientific,Hilitchi 275-Piece Stainless Steel Phillips Round Pan Head Self Tapping Screw Assortment Kit (Round Pan Head),4.5,266,"['High-Quality Stainless Steel Tapping Sheet Screws Set', 'Screw Type: Phillips Round Head Tapping Screws', 'Package Quantity: 275pcs', 'Material: High Quality 304 Stainless Steel, Stainless Steel With Superior Rust Resistant Ensure Long Lasting Results', 'This set is organized by size/type in a transparent storage case for quick access and protection']","[""High-quality stainless steel tapping screws Screw type: phillips pan head tapping screws Material: high quality 304 stainless steel Package quantity: 275 Piece  Set includes: #6 x 3/4'' .............................55 piece  #6 x 1'' .................................50 piece  #8 x 3/4'' ..............................40 piece  #8 x 1'' ................................40 piece  #8 x 1-1/2'' ...........................30 piece  #10 x 1'' ..............................30 piece  #10 x 1-1/2'' .........................20 piece  #12 x 2'' ...............................10piece  This set is organized by size/type in a transparent storage case for quick access and protection""]",13.98,"[{'title': 'Hilitchi Screw Sets', 'url': 'https://www.amazon.com/vdp/38d505bb58834084821c622a0e285751?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'So many screw choices, good quality ', 'url': 'https://www.amazon.com/vdp/0b238648426a49fc87b5756fab53d253?ref=dp_vse_rvc_1', 'user_id': '/shop/jakeofall'}, {'title': '404 screws kit', 'url': 'https://www.amazon.com/vdp/08c54a3ba0bc408bb369408ae2a95dc7?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Self tapping screw set with every size you need', 'url': 'https://www.amazon.com/vdp/0673b239ca074f85bfb9df40394b8773?ref=dp_vse_rvc_3', 'user_id': '/shop/upgradeguy'}]",Hilitchi,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Self-Tapping Screws']","{'Material': 'Stainless Steel', 'Drive System': 'Phillips', 'Head Style': 'Pan', 'Exterior Finish': 'Stainless Steel', 'Metal Type': 'Stainless Steel', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.5 x 5.2 x 1.4 inches; 1.2 Pounds', 'Date First Available': 'July 20, 2016', 'Manufacturer': 'Hilitchi'}",,,
5273,Tools & Home Improvement,"Grommet Kit, NEU MASTER 3/8"" and 1/2"" Solid Brass Grommets with Eyelets Setting Tool and Storage Box, NH1003K",4.4,1269,"['📢Friendly after-sale service--We provide replacement service instead of repairing.', '📢RUSTPROOF--Solid brass grommets will never rust for years of durability and performance', 'DURABLE -- Durable solid brass grommets rust proof for years.', 'WITH STORAGE BOX -- Easy to store and use. Grommets and setting tools are placed in a clear storage box with baffle to separate these components, quick and easy to find the tools you need.', 'COST-EFFECTIVE -- No need to buy another tool. Grommet kit set equipped with Six - 3/8"" Grommets, Six - 1/2"" Grommets, Universal Punch Body with Two Punch Heads (3/8"" & 1/2""), Two-Sided Anvil (one side for 3/8\'\' grommet, another side for 1/2\'\'), Two Hole Punches and hardwood backer block.', 'VERSATILE USE -- Outdoor and indoor for repairing canvas, tarps, tents, awnings, canopies, luggage, upholstery, curtains and pool or boat covers.', 'PROFESSIONAL CUSTOMER SERVICE TEAM -- Provide you with the most professional guidance and best service of Sparta tool.']",[],9.99,"[{'title': ""It's all about the quality of the grommet metal"", 'url': 'https://www.amazon.com/vdp/0543b285a2b44b49ade0188ab18b0bfa?ref=dp_vse_rvc_0', 'user_id': 'AEACW6H5R52TTAVGARHDA7BMPZYQ'}, {'title': 'Grommet Kit with 3/8"" and 1/2"" Solid Brass Install Tool Kit', 'url': 'https://www.amazon.com/vdp/07ce56608e384e01a498c6a5aaf5c4e9?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'INNETOC Brass Grommet Eyelets ', 'url': 'https://www.amazon.com/vdp/6ee5d6c5726541d3b353fec073f27f6d?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'USE TUTORIAL for GROMMET KIT', 'url': 'https://www.amazon.com/vdp/0705d92fa4a5486f8626125552bcccbe?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'Grommet Kit, Cridoz 120 Sets Grommet Kit 1/2 Inch Grommets Eyelets with Tools and Storage Box', 'url': 'https://www.amazon.com/vdp/b11f5136c7734feab425f014eb94a2a4?ref=dp_vse_rvc_4', 'user_id': ''}, {'title': '150Pcs 1/2 Inch Grommet Tool Kit (100 Silver & 50 Gold) ', 'url': 'https://www.amazon.com/vdp/0542d64f685343eba3e0fbc908f05ba1?ref=dp_vse_rvc_5', 'user_id': ''}, {'title': 'General Tools 81264 Multi Grommet Tool Kit, 3/8"" and 1/2"" Rustproof, Solid Brass Grommets', 'url': 'https://www.amazon.com/vdp/fe4027b5c52441aaa69f726d7be5f2e4?ref=dp_vse_rvc_6', 'user_id': ''}, {'title': 'General Tools 1/2"" Grommet Tool Kit 71264', 'url': 'https://www.amazon.com/vdp/0b9eeea0685f4497b6f3c74a1a0a1882?ref=dp_vse_rvc_7', 'user_id': ''}, {'title': 'Solid Construction! Neu Master Grommet Kit', 'url': 'https://www.amazon.com/vdp/0ad0bbca3fbe403ebeed2959684f7925?ref=dp_vse_rvc_8', 'user_id': '/shop/apacheranch'}, {'title': 'Watch before buying', 'url': 'https://www.amazon.com/vdp/052d379cd1b3467eb1df3b9f5a44f8cc?ref=dp_vse_rvc_9', 'user_id': '/shop/jwoska'}]",NEU MASTER,"['Industrial & Scientific', 'Industrial Hardware', 'Grommets', 'Grommet Kits']","{'Manufacturer': 'NEU MASTER', 'Part Number': 'NH1003K', 'Item Weight': '12.3 ounces', 'Product Dimensions': '6.8 x 3.8 x 1.2 inches', 'Item model number': 'NH1003K', 'Is Discontinued By Manufacturer': 'No', 'Size': 'Multi Grommet Kit, 3/8"" and 1/2""', 'Color': 'Fit 3/8"" and 1/2"" Eyelets', 'Material': 'Brass', 'Handle Material': 'Vinyl', 'Measurement System': 'Metric', 'Special Features': '☆ COST - EFFECTIVE. ☆ VERSATILE USE. ☆ PROFESSIONAL CUSTOMER SERVICE TEAM. ☆ STORAGE BOX PROTECTION., 〖Neu Master Grommet Kit〗<br> ➤6 ⃰ 3/8"" Grommets ⃰ <br> ➤6 ⃰ 1/2"" Grommets ⃰ <br> ➤2 ⃰ Universal Punch Body with Two Punch Heads(3/8"" & 1/2"") ⃰ <br> ➤1 ⃰ Two-Sided Anvil(3/8"" & 1/2"") ⃰ <br> ➤2 ⃰ Hole Punches ⃰ <br> ➤1 ⃰ hardwood backer block ⃰ ϟ 12hrs Quickly Response ϟ<br>', 'Usage': 'Professional', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 11406, 'Grommet Kits': 50}, 'Date First Available': 'September 3, 2018'}",,,
1110,Tools & Home Improvement,UBANTE Quality Electronic Digital Caliper Inch/Metric/Fractions Conversion 0-6 Inch/150 mm Stainless Steel Body Green/Silver Extra Large LCD Screen Auto Off Featured Measuring Tool,4.1,87,"['THREE MEASURING MODES: Higher quality lower price stainless steel digital caliper with inch/metric/fraction conversion', 'PRECISION | ACCURACY: Measurement Range: 0 - 6” and 0 - 150mm; Resolution: 0.0005” / 1/128” / 0.01mm; Accuracy: 0.001” / 0.02mm', 'STAINLESS STEEL: Hardened stainless steel shaft with depth-measurement blade, precise internal and external measuring jaws , precision lapping finish electronic digital calipers', 'VERSATILITY: measure inside, outside, depth and step with two sets of jaws and the probe.EASY READ VISIBILITY: extra large LCD screen for easy and clear reading', 'BONUS: extra replacement LR44 battery along with one battery included and custom fit storage case included for better value']",[],,"[{'title': 'Repeat ability error, bad tracking ', 'url': 'https://www.amazon.com/vdp/0bf75def4b60416096b782b81b755f58?ref=dp_vse_rvc_0', 'user_id': 'AGNMZHZ63NKYLHGN6ETGE3GABMHA'}]",UBANTE,"['Industrial & Scientific', 'Test, Measure & Inspect', 'Dimensional Measurement', 'Calipers', 'Digital Calipers']","{'Manufacturer': 'UBANTE', 'Part Number': 'UTS-GY-150', 'Item Weight': '6.3 ounces', 'Product Dimensions': '9.8 x 1.1 x 3.6 inches', 'Is Discontinued By Manufacturer': 'No', 'Size': '6 to 7.9 Inches', 'Color': 'Green+Silver', 'Material': 'Stainless Steel', 'Power Source': 'Battery Powered', 'Voltage': '3 Volts', 'Item Package Quantity': '1', 'Measurement Accuracy': '±0.001""/0.02mm', 'Viewing Area': '0.5 x 1.5 in', 'Display Style': 'LCD', 'Included Components': 'Batteries', 'Batteries Included?': 'Yes', 'Batteries Required?': 'Yes', 'Description Pile': 'LR44', 'Date First Available': 'March 26, 2017', 'Brand': 'UBANTE'}",,,
13401,Industrial & Scientific,Baomain Female Spade Quick Splice Crimp Terminals 6.3mm Crimp Connector Non Insulated Pack of 100,4.5,308,"['Connector Width: 6.3mm / 0.25""', 'Suitable for Cables 1 mm² to 1.5 mm²', 'Material: Brass', 'Our Amazon Shop ( Baomain ) has an offer of other Terminals', 'Package Content: 100 x Female Terminals']","['Each connector is rolled and the seam is pushed.', 'Each connector is rolled and the seam is pushed.', 'Designed with full connection drum, ideal for difficult solid wires or strands to squeeze.', 'Designed with full connection drum, ideal for difficult solid wires or strands to squeeze.', 'Suitable for connection to power cables with electrical equipment.', 'Suitable for connection to power cables with electrical equipment.', 'Generally used in machinery, electrical power, railway, shipbuilding, household appliance, computer or other automatic equipment.', 'Generally used in machinery, electrical power, railway, shipbuilding, household appliance, computer or other automatic equipment.']",6.89,"[{'title': 'HS-03B + 6.3mm', 'url': 'https://www.amazon.com/vdp/04d2f991885c4855a161fcae0c9d37b1?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Baomain Female Spade Terminals - Review & Demo', 'url': 'https://www.amazon.com/vdp/0f0321bc86004f379549406764b5d1c7?ref=dp_vse_rvc_1', 'user_id': '/shop/irishchippy'}, {'title': 'Twidec/360Pcs Kit Quick Splice Male and Female Wire Spade 2.8/4.8/6.3mm with Insulating Sleeve', 'url': 'https://www.amazon.com/vdp/1c7b717a06dd42689460d8d63c67ef67?ref=dp_vse_rvc_2', 'user_id': ''}, {'title': 'Twidec/150PCS 6.3mm Male Female Spade Connector Quick Splice Crimp Terminals Non Insulated', 'url': 'https://www.amazon.com/vdp/01ca321eaff84c8ea2de96d99f1fd016?ref=dp_vse_rvc_3', 'user_id': ''}]",Baomain,"['Industrial & Scientific', 'Industrial Electrical', 'Wiring & Connecting', 'Terminals', 'Spade']","{'Package Dimensions': '5 x 3 x 0.2 inches; 0.71 Ounces', 'Item model number': '100', 'Date First Available': 'October 30, 2016', 'Manufacturer': 'Baomain Electric Co.,Ltd'}",,,
